transaction_id,seller_id,transaction_date,month,gmv,commission_rate,commission_amount,shipping_fee,refund_amount,discrepancy_amount,net_payout,status,payment_method
TXN0006082,SLR00087,2024-11-29,2024-11,1082.38,0.15,162.36,40,0.0,0.0,880.02,Processed,NEFT
TXN0006083,SLR00075,2024-11-05,2024-11,551.19,0.15,82.68,80,0.0,0.0,388.51,Pending,IMPS
TXN0006084,SLR00021,2024-12-16,2024-12,155.58,0.15,23.34,0,0.0,0.0,132.24,Processed,NEFT
TXN0006085,SLR00044,2024-12-10,2024-12,621.27,0.08,49.7,40,0.0,0.0,531.57,Processed,RTGS
TXN0006086,SLR00005,2024-10-21,2024-10,242.06,0.12,29.05,0,0.0,0.0,213.01,Processed,IMPS
TXN0006087,SLR00087,2024-10-09,2024-10,113.89,0.15,17.08,60,0.0,-51.87,-15.06,On Hold,IMPS
TXN0006088,SLR00041,2024-12-07,2024-12,999.85,0.12,119.98,80,0.0,0.0,799.87,Processed,NEFT
TXN0006089,SLR00059,2024-10-20,2024-10,571.86,0.1,57.19,100,0.0,0.0,414.67,Processed,IMPS
TXN0006090,SLR00089,2024-11-27,2024-11,5720.93,0.08,457.67,60,0.0,0.0,5203.26,Processed,IMPS
TXN0006091,SLR00105,2024-11-07,2024-11,392.79,0.08,31.42,60,0.0,0.0,301.37,Processed,IMPS
TXN0006092,SLR00054,2024-11-03,2024-11,2451.46,0.08,196.12,80,0.0,0.0,2175.34,Processed,NEFT
TXN0006093,SLR00074,2024-12-09,2024-12,2394.64,0.15,359.2,100,0.0,0.0,1935.44,Processed,RTGS
TXN0006094,SLR00022,2024-11-16,2024-11,5456.48,0.12,654.78,40,0.0,0.0,4761.7,Processed,NEFT
TXN0006095,SLR00083,2024-11-28,2024-11,879.13,0.12,105.5,0,0.0,0.0,773.63,Processed,RTGS
TXN0006096,SLR00065,2024-10-01,2024-10,5339.31,0.12,640.72,40,0.0,0.0,4658.59,Processed,NEFT
TXN0006097,SLR00064,2024-12-21,2024-12,2149.81,0.12,257.98,60,1197.03,0.0,634.8,Processed,IMPS
TXN0006098,SLR00071,2024-12-04,2024-12,4303.32,0.15,645.5,60,0.0,0.0,3597.82,Processed,NEFT
TXN0006099,SLR00004,2024-11-18,2024-11,19399.22,0.15,2909.88,100,0.0,0.0,16389.34,Processed,NEFT
TXN0006100,SLR00065,2024-10-24,2024-10,945.9,0.12,113.51,100,0.0,0.0,732.39,Processed,NEFT
TXN0006101,SLR00015,2024-10-03,2024-10,1346.11,0.12,161.53,40,0.0,0.0,1144.58,Processed,IMPS
TXN0006102,SLR00104,2024-12-19,2024-12,710.39,0.15,106.56,0,0.0,431.03,1034.86,Discrepancy,IMPS
TXN0006103,SLR00076,2024-11-16,2024-11,6979.77,0.15,1046.97,0,0.0,0.0,5932.8,Processed,NEFT
TXN0006104,SLR00022,2024-12-19,2024-12,24973.82,0.12,2996.86,0,0.0,0.0,21976.96,Processed,IMPS
TXN0006105,SLR00086,2024-10-31,2024-10,2646.51,0.12,317.58,40,0.0,0.0,2288.93,Processed,RTGS
TXN0006106,SLR00114,2024-11-11,2024-11,158.84,0.15,23.83,80,0.0,0.0,55.01,Processed,RTGS
TXN0006107,SLR00047,2024-10-09,2024-10,380.04,0.12,45.6,40,0.0,0.0,294.44,Processed,UPI
TXN0006108,SLR00081,2024-12-24,2024-12,4409.46,0.08,352.76,60,0.0,0.0,3996.7,Processed,NEFT
TXN0006109,SLR00093,2024-12-08,2024-12,277.76,0.15,41.66,0,0.0,0.0,236.1,Processed,NEFT
TXN0006110,SLR00046,2024-11-19,2024-11,533.45,0.15,80.02,40,0.0,0.0,413.43,Processed,NEFT
TXN0006111,SLR00014,2024-10-25,2024-10,511.46,0.12,61.38,80,0.0,0.0,370.08,Processed,UPI
TXN0006112,SLR00050,2024-12-07,2024-12,999.66,0.12,119.96,80,0.0,0.0,799.7,Processed,NEFT
TXN0006113,SLR00020,2024-12-27,2024-12,1492.27,0.12,179.07,0,0.0,0.0,1313.2,Pending,RTGS
TXN0006114,SLR00050,2024-12-03,2024-12,113.6,0.12,13.63,80,0.0,0.0,19.97,Processed,IMPS
TXN0006115,SLR00112,2024-12-10,2024-12,175.4,0.12,21.05,0,0.0,0.0,154.35,Processed,NEFT
TXN0006116,SLR00033,2024-10-20,2024-10,180.5,0.1,18.05,60,178.89,0.0,-76.44,On Hold,IMPS
TXN0006117,SLR00119,2024-12-18,2024-12,208.34,0.08,16.67,0,0.0,0.0,191.67,Processed,NEFT
TXN0006118,SLR00059,2024-11-06,2024-11,1117.9,0.1,111.79,60,0.0,0.0,946.11,Processed,IMPS
TXN0006119,SLR00043,2024-11-11,2024-11,1385.05,0.1,138.5,0,0.0,0.0,1246.55,Processed,IMPS
TXN0006120,SLR00079,2024-11-22,2024-11,3699.01,0.12,443.88,60,0.0,0.0,3195.13,Pending,NEFT
TXN0006121,SLR00012,2024-12-22,2024-12,2134.35,0.08,170.75,60,0.0,0.0,1903.6,Processed,UPI
TXN0006122,SLR00040,2024-11-11,2024-11,545.28,0.15,81.79,0,0.0,0.0,463.49,Processed,NEFT
TXN0006123,SLR00118,2024-10-15,2024-10,1445.07,0.12,173.41,100,0.0,0.0,1171.66,Processed,NEFT
TXN0006124,SLR00020,2024-10-13,2024-10,3885.76,0.12,466.29,0,0.0,0.0,3419.47,Processed,IMPS
TXN0006125,SLR00094,2024-12-06,2024-12,834.76,0.15,125.21,80,0.0,0.0,629.55,Processed,RTGS
TXN0006126,SLR00038,2024-12-24,2024-12,755.59,0.1,75.56,40,0.0,0.0,640.03,Processed,RTGS
TXN0006127,SLR00003,2024-10-09,2024-10,352.85,0.15,52.93,60,0.0,0.0,239.92,Processed,UPI
TXN0006128,SLR00028,2024-10-06,2024-10,417.47,0.15,62.62,60,0.0,0.0,294.85,Processed,UPI
TXN0006129,SLR00056,2024-10-17,2024-10,2496.61,0.08,199.73,0,1503.55,0.0,793.33,Processed,IMPS
TXN0006130,SLR00090,2024-10-23,2024-10,1091.61,0.15,163.74,40,0.0,0.0,887.87,Processed,IMPS
TXN0006131,SLR00094,2024-10-05,2024-10,11499.62,0.15,1724.94,60,0.0,0.0,9714.68,Processed,IMPS
TXN0006132,SLR00013,2024-10-26,2024-10,486.85,0.15,73.03,80,0.0,0.0,333.82,Processed,RTGS
TXN0006133,SLR00077,2024-10-14,2024-10,2734.35,0.15,410.15,100,1479.76,0.0,744.44,Processed,NEFT
TXN0006134,SLR00066,2024-12-02,2024-12,1743.57,0.15,261.54,0,0.0,0.0,1482.03,Processed,IMPS
TXN0006135,SLR00037,2024-10-25,2024-10,985.11,0.12,118.21,40,877.93,0.0,-51.03,On Hold,NEFT
TXN0006136,SLR00049,2024-10-13,2024-10,650.28,0.15,97.54,60,0.0,0.0,492.74,Processed,IMPS
TXN0006137,SLR00102,2024-10-05,2024-10,2253.24,0.15,337.99,60,0.0,0.0,1855.25,Processed,IMPS
TXN0006138,SLR00066,2024-12-13,2024-12,2103.19,0.15,315.48,100,0.0,0.0,1687.71,Processed,RTGS
TXN0006139,SLR00036,2024-12-22,2024-12,1397.42,0.15,209.61,0,0.0,0.0,1187.81,Processed,NEFT
TXN0006140,SLR00054,2024-11-19,2024-11,1827.6,0.08,146.21,40,0.0,0.0,1641.39,Processed,UPI
TXN0006141,SLR00026,2024-12-24,2024-12,1145.71,0.15,171.86,60,0.0,0.0,913.85,Processed,UPI
TXN0006142,SLR00075,2024-12-02,2024-12,153.02,0.15,22.95,0,0.0,0.0,130.07,Processed,IMPS
TXN0006143,SLR00072,2024-12-07,2024-12,1213.48,0.12,145.62,60,0.0,0.0,1007.86,Processed,IMPS
TXN0006144,SLR00108,2024-12-19,2024-12,794.52,0.15,119.18,0,0.0,0.0,675.34,Processed,IMPS
TXN0006145,SLR00040,2024-12-29,2024-12,11333.21,0.15,1699.98,40,0.0,0.0,9593.23,Processed,RTGS
TXN0006146,SLR00043,2024-12-15,2024-12,2345.05,0.1,234.51,60,0.0,0.0,2050.54,Pending,NEFT
TXN0006147,SLR00022,2024-11-02,2024-11,1396.62,0.12,167.59,0,0.0,0.0,1229.03,Processed,IMPS
TXN0006148,SLR00020,2024-10-07,2024-10,1911.03,0.12,229.32,0,0.0,0.0,1681.71,Processed,NEFT
TXN0006149,SLR00008,2024-11-16,2024-11,321.26,0.08,25.7,100,0.0,0.0,195.56,Processed,NEFT
TXN0006150,SLR00029,2024-10-29,2024-10,527.57,0.15,79.14,100,0.0,0.0,348.43,Processed,NEFT
TXN0006151,SLR00040,2024-12-17,2024-12,733.81,0.15,110.07,100,0.0,0.0,523.74,Processed,IMPS
TXN0006152,SLR00090,2024-12-31,2024-12,1747.79,0.15,262.17,100,0.0,0.0,1385.62,Processed,UPI
TXN0006153,SLR00030,2024-10-10,2024-10,650.86,0.1,65.09,0,0.0,0.0,585.77,Processed,IMPS
TXN0006154,SLR00081,2024-10-02,2024-10,600.81,0.08,48.06,0,0.0,0.0,552.75,Processed,IMPS
TXN0006155,SLR00084,2024-10-27,2024-10,304.47,0.1,30.45,0,0.0,0.0,274.02,Pending,IMPS
TXN0006156,SLR00116,2024-12-23,2024-12,1130.19,0.08,90.42,80,0.0,0.0,959.77,Processed,NEFT
TXN0006157,SLR00055,2024-12-02,2024-12,1337.66,0.15,200.65,80,0.0,0.0,1057.01,Processed,NEFT
TXN0006158,SLR00016,2024-10-11,2024-10,1833.95,0.12,220.07,60,0.0,0.0,1553.88,Processed,RTGS
TXN0006159,SLR00046,2024-11-29,2024-11,475.7,0.15,71.35,100,0.0,0.0,304.35,Processed,RTGS
TXN0006160,SLR00062,2024-12-21,2024-12,1711.17,0.12,205.34,60,0.0,0.0,1445.83,Processed,UPI
TXN0006161,SLR00107,2024-10-08,2024-10,314.72,0.15,47.21,0,0.0,0.0,267.51,Processed,UPI
TXN0006162,SLR00007,2024-11-16,2024-11,843.13,0.1,84.31,0,0.0,0.0,758.82,Processed,NEFT
TXN0006163,SLR00080,2024-12-11,2024-12,1574.8,0.12,188.98,0,0.0,0.0,1385.82,Processed,NEFT
TXN0006164,SLR00045,2024-11-23,2024-11,803.96,0.12,96.48,40,797.45,0.0,-129.97,On Hold,IMPS
TXN0006165,SLR00059,2024-11-17,2024-11,168.31,0.1,16.83,40,0.0,0.0,111.48,Processed,NEFT
TXN0006166,SLR00111,2024-12-30,2024-12,194.19,0.12,23.3,80,0.0,0.0,90.89,Processed,NEFT
TXN0006167,SLR00056,2024-10-08,2024-10,1429.49,0.08,114.36,0,0.0,0.0,1315.13,Processed,NEFT
TXN0006168,SLR00048,2024-12-18,2024-12,2198.61,0.15,329.79,60,0.0,0.0,1808.82,Processed,RTGS
TXN0006169,SLR00027,2024-11-04,2024-11,1647.77,0.12,197.73,40,0.0,0.0,1410.04,Processed,RTGS
TXN0006170,SLR00053,2024-12-07,2024-12,2263.1,0.08,181.05,100,0.0,0.0,1982.05,Processed,NEFT
TXN0006171,SLR00087,2024-10-06,2024-10,783.17,0.15,117.48,80,0.0,0.0,585.69,Processed,RTGS
TXN0006172,SLR00088,2024-10-10,2024-10,2660.13,0.15,399.02,100,0.0,0.0,2161.11,Processed,NEFT
TXN0006173,SLR00073,2024-11-08,2024-11,1641.35,0.1,164.14,40,0.0,0.0,1437.21,Processed,UPI
TXN0006174,SLR00035,2024-10-10,2024-10,509.1,0.08,40.73,0,500.86,0.0,-32.49,On Hold,NEFT
TXN0006175,SLR00051,2024-10-28,2024-10,2033.16,0.08,162.65,60,0.0,0.0,1810.51,Processed,NEFT
TXN0006176,SLR00084,2024-12-06,2024-12,1564.4,0.1,156.44,0,0.0,0.0,1407.96,Processed,RTGS
TXN0006177,SLR00037,2024-10-13,2024-10,8159.95,0.12,979.19,40,7007.53,0.0,133.23,Processed,NEFT
TXN0006178,SLR00106,2024-10-13,2024-10,5739.82,0.12,688.78,0,0.0,-25.45,5025.59,Discrepancy,NEFT
TXN0006179,SLR00081,2024-10-30,2024-10,981.65,0.08,78.53,40,0.0,0.0,863.12,Processed,RTGS
TXN0006180,SLR00111,2024-12-08,2024-12,664.33,0.12,79.72,100,0.0,0.0,484.61,Processed,IMPS
TXN0006181,SLR00095,2024-11-19,2024-11,7121.93,0.15,1068.29,0,0.0,0.0,6053.64,Processed,IMPS
TXN0006182,SLR00119,2024-10-25,2024-10,2125.68,0.08,170.05,100,0.0,0.0,1855.63,Processed,UPI
TXN0006183,SLR00057,2024-10-25,2024-10,889.82,0.1,88.98,0,0.0,0.0,800.84,Processed,UPI
TXN0006184,SLR00008,2024-12-07,2024-12,100.8,0.08,8.06,0,0.0,0.0,92.74,Processed,IMPS
TXN0006185,SLR00079,2024-12-24,2024-12,442.93,0.12,53.15,60,0.0,0.0,329.78,Processed,NEFT
TXN0006186,SLR00095,2024-11-01,2024-11,407.47,0.15,61.12,80,0.0,0.0,266.35,Processed,IMPS
TXN0006187,SLR00117,2024-12-12,2024-12,919.97,0.15,138.0,60,0.0,0.0,721.97,Processed,UPI
TXN0006188,SLR00094,2024-12-20,2024-12,2303.59,0.15,345.54,60,0.0,0.0,1898.05,Processed,IMPS
TXN0006189,SLR00110,2024-10-23,2024-10,2766.96,0.1,276.7,0,0.0,0.0,2490.26,Processed,IMPS
TXN0006190,SLR00020,2024-12-11,2024-12,6634.53,0.12,796.14,0,0.0,0.0,5838.39,Processed,UPI
TXN0006191,SLR00103,2024-12-11,2024-12,3353.22,0.12,402.39,0,0.0,0.0,2950.83,Processed,RTGS
TXN0006192,SLR00053,2024-11-23,2024-11,230.31,0.08,18.42,40,0.0,0.0,171.89,Processed,IMPS
TXN0006193,SLR00119,2024-10-14,2024-10,3774.45,0.08,301.96,100,0.0,0.0,3372.49,Processed,NEFT
TXN0006194,SLR00012,2024-12-21,2024-12,8777.88,0.08,702.23,100,0.0,0.0,7975.65,Processed,NEFT
TXN0006195,SLR00049,2024-12-13,2024-12,8271.49,0.15,1240.72,0,0.0,0.0,7030.77,Processed,RTGS
TXN0006196,SLR00017,2024-11-15,2024-11,255.84,0.12,30.7,60,0.0,0.0,165.14,Processed,UPI
TXN0006197,SLR00064,2024-12-26,2024-12,871.91,0.12,104.63,60,0.0,0.0,707.28,Processed,IMPS
TXN0006198,SLR00042,2024-11-28,2024-11,3474.37,0.15,521.16,0,2662.07,0.0,291.14,Processed,IMPS
TXN0006199,SLR00094,2024-12-29,2024-12,273.14,0.15,40.97,40,0.0,0.0,192.17,Processed,IMPS
TXN0006200,SLR00029,2024-12-25,2024-12,138.39,0.15,20.76,40,0.0,0.0,77.63,Processed,NEFT
TXN0006201,SLR00019,2024-11-24,2024-11,1598.38,0.15,239.76,60,0.0,0.0,1298.62,Processed,UPI
TXN0006202,SLR00110,2024-10-14,2024-10,487.5,0.1,48.75,0,0.0,0.0,438.75,Processed,NEFT
TXN0006203,SLR00011,2024-10-22,2024-10,154.82,0.1,15.48,100,0.0,0.0,39.34,Processed,IMPS
TXN0006204,SLR00098,2024-10-24,2024-10,4795.46,0.15,719.32,40,0.0,0.0,4036.14,Processed,IMPS
TXN0006205,SLR00050,2024-12-10,2024-12,1335.65,0.12,160.28,0,0.0,0.0,1175.37,Processed,UPI
TXN0006206,SLR00071,2024-11-21,2024-11,587.08,0.15,88.06,40,0.0,0.0,459.02,Processed,NEFT
TXN0006207,SLR00108,2024-12-04,2024-12,345.01,0.15,51.75,80,0.0,0.0,213.26,Processed,IMPS
TXN0006208,SLR00058,2024-11-13,2024-11,1352.19,0.12,162.26,60,0.0,0.0,1129.93,Processed,RTGS
TXN0006209,SLR00034,2024-12-24,2024-12,2035.51,0.08,162.84,60,0.0,0.0,1812.67,Processed,UPI
TXN0006210,SLR00020,2024-10-21,2024-10,1621.52,0.12,194.58,0,1010.37,0.0,416.57,Processed,NEFT
TXN0006211,SLR00050,2024-12-08,2024-12,177.2,0.12,21.26,40,0.0,0.0,115.94,Processed,IMPS
TXN0006212,SLR00102,2024-12-16,2024-12,1943.45,0.15,291.52,40,0.0,0.0,1611.93,Processed,IMPS
TXN0006213,SLR00088,2024-11-26,2024-11,2523.34,0.15,378.5,0,0.0,0.0,2144.84,Pending,IMPS
TXN0006214,SLR00010,2024-11-15,2024-11,726.27,0.15,108.94,60,627.99,0.0,-70.66,On Hold,IMPS
TXN0006215,SLR00032,2024-11-10,2024-11,3818.19,0.12,458.18,40,0.0,0.0,3320.01,Processed,UPI
TXN0006216,SLR00052,2024-12-10,2024-12,394.53,0.15,59.18,40,0.0,0.0,295.35,Processed,UPI
TXN0006217,SLR00015,2024-11-11,2024-11,5160.05,0.12,619.21,0,0.0,0.0,4540.84,Processed,IMPS
TXN0006218,SLR00101,2024-11-17,2024-11,1285.34,0.1,128.53,40,0.0,0.0,1116.81,Processed,RTGS
TXN0006219,SLR00084,2024-11-22,2024-11,604.62,0.1,60.46,80,0.0,-258.87,205.29,Discrepancy,IMPS
TXN0006220,SLR00003,2024-12-21,2024-12,748.34,0.15,112.25,80,0.0,0.0,556.09,Processed,IMPS
TXN0006221,SLR00037,2024-11-25,2024-11,3637.83,0.12,436.54,80,0.0,0.0,3121.29,Processed,NEFT
TXN0006222,SLR00040,2024-11-11,2024-11,1457.81,0.15,218.67,60,0.0,0.0,1179.14,Processed,UPI
TXN0006223,SLR00072,2024-12-17,2024-12,2378.16,0.12,285.38,0,0.0,0.0,2092.78,Processed,NEFT
TXN0006224,SLR00040,2024-10-31,2024-10,3982.25,0.15,597.34,60,0.0,0.0,3324.91,Processed,NEFT
TXN0006225,SLR00108,2024-12-12,2024-12,583.37,0.15,87.51,0,0.0,0.0,495.86,Processed,NEFT
TXN0006226,SLR00056,2024-12-09,2024-12,1277.62,0.08,102.21,80,0.0,0.0,1095.41,Processed,NEFT
TXN0006227,SLR00023,2024-10-28,2024-10,837.69,0.12,100.52,80,0.0,0.0,657.17,Processed,NEFT
TXN0006228,SLR00104,2024-11-18,2024-11,3716.25,0.15,557.44,60,0.0,0.0,3098.81,Processed,IMPS
TXN0006229,SLR00011,2024-12-10,2024-12,693.02,0.1,69.3,0,0.0,0.0,623.72,Processed,NEFT
TXN0006230,SLR00110,2024-11-02,2024-11,1161.42,0.1,116.14,100,0.0,0.0,945.28,Processed,NEFT
TXN0006231,SLR00064,2024-11-16,2024-11,17237.97,0.12,2068.56,80,0.0,0.0,15089.41,Processed,NEFT
TXN0006232,SLR00008,2024-11-27,2024-11,5126.3,0.08,410.1,60,0.0,-35.35,4620.85,Discrepancy,NEFT
TXN0006233,SLR00093,2024-11-27,2024-11,316.63,0.15,47.49,0,261.37,0.0,7.77,Processed,NEFT
TXN0006234,SLR00094,2024-11-20,2024-11,3236.9,0.15,485.54,40,0.0,0.0,2711.36,Processed,NEFT
TXN0006235,SLR00056,2024-10-01,2024-10,2506.2,0.08,200.5,0,0.0,0.0,2305.7,Processed,RTGS
TXN0006236,SLR00060,2024-10-05,2024-10,292.73,0.12,35.13,40,0.0,0.0,217.6,Processed,UPI
TXN0006237,SLR00010,2024-11-06,2024-11,960.96,0.15,144.14,60,0.0,0.0,756.82,Processed,RTGS
TXN0006238,SLR00039,2024-12-16,2024-12,351.69,0.15,52.75,80,0.0,0.0,218.94,Processed,UPI
TXN0006239,SLR00028,2024-10-03,2024-10,62.11,0.15,9.32,0,0.0,0.0,52.79,Processed,IMPS
TXN0006240,SLR00049,2024-12-06,2024-12,920.42,0.15,138.06,60,0.0,0.0,722.36,Processed,NEFT
TXN0006241,SLR00036,2024-10-18,2024-10,597.46,0.15,89.62,0,0.0,0.0,507.84,Processed,UPI
TXN0006242,SLR00013,2024-11-08,2024-11,292.63,0.15,43.89,40,0.0,0.0,208.74,Processed,RTGS
TXN0006243,SLR00096,2024-10-01,2024-10,1084.09,0.15,162.61,100,0.0,0.0,821.48,Processed,UPI
TXN0006244,SLR00036,2024-11-08,2024-11,86.08,0.15,12.91,60,0.0,0.0,13.17,Processed,IMPS
TXN0006245,SLR00101,2024-10-29,2024-10,1152.32,0.1,115.23,60,0.0,0.0,977.09,Processed,IMPS
TXN0006246,SLR00026,2024-10-28,2024-10,1117.08,0.15,167.56,0,0.0,0.0,949.52,Processed,IMPS
TXN0006247,SLR00086,2024-11-10,2024-11,2476.22,0.12,297.15,40,1246.07,0.0,893.0,Processed,IMPS
TXN0006248,SLR00004,2024-10-03,2024-10,160.16,0.15,24.02,0,154.47,0.0,-18.33,On Hold,NEFT
TXN0006249,SLR00095,2024-12-28,2024-12,14289.91,0.15,2143.49,40,0.0,0.0,12106.42,Processed,NEFT
TXN0006250,SLR00082,2024-11-05,2024-11,9017.86,0.15,1352.68,0,0.0,0.0,7665.18,Processed,NEFT
TXN0006251,SLR00064,2024-12-10,2024-12,433.61,0.12,52.03,80,0.0,0.0,301.58,Processed,IMPS
TXN0006252,SLR00038,2024-12-05,2024-12,6321.34,0.1,632.13,0,3878.61,0.0,1810.6,Processed,NEFT
TXN0006253,SLR00088,2024-12-11,2024-12,3067.1,0.15,460.06,0,0.0,0.0,2607.04,Processed,NEFT
TXN0006254,SLR00120,2024-12-13,2024-12,647.22,0.15,97.08,60,0.0,0.0,490.14,Processed,RTGS
TXN0006255,SLR00087,2024-12-13,2024-12,529.42,0.15,79.41,100,297.44,0.0,52.57,Processed,UPI
TXN0006256,SLR00022,2024-10-20,2024-10,579.71,0.12,69.57,100,0.0,0.0,410.14,Processed,NEFT
TXN0006257,SLR00002,2024-10-13,2024-10,32586.15,0.08,2606.89,80,0.0,0.0,29899.26,Processed,UPI
TXN0006258,SLR00031,2024-10-05,2024-10,5609.09,0.15,841.36,0,0.0,0.0,4767.73,Processed,IMPS
TXN0006259,SLR00119,2024-11-28,2024-11,859.78,0.08,68.78,0,0.0,0.0,791.0,Processed,UPI
TXN0006260,SLR00011,2024-11-15,2024-11,953.65,0.1,95.36,80,0.0,0.0,778.29,Processed,UPI
TXN0006261,SLR00092,2024-10-20,2024-10,3031.88,0.15,454.78,80,0.0,0.0,2497.1,Processed,IMPS
TXN0006262,SLR00046,2024-10-18,2024-10,2876.63,0.15,431.49,60,0.0,0.0,2385.14,Processed,UPI
TXN0006263,SLR00096,2024-11-03,2024-11,347.84,0.15,52.18,40,0.0,0.0,255.66,Processed,RTGS
TXN0006264,SLR00062,2024-11-16,2024-11,1567.2,0.12,188.06,0,0.0,0.0,1379.14,Processed,IMPS
TXN0006265,SLR00069,2024-12-14,2024-12,565.07,0.1,56.51,80,0.0,0.0,428.56,Processed,NEFT
TXN0006266,SLR00064,2024-11-01,2024-11,1316.38,0.12,157.97,0,0.0,0.0,1158.41,Processed,IMPS
TXN0006267,SLR00102,2024-10-30,2024-10,1035.24,0.15,155.29,60,0.0,0.0,819.95,Processed,NEFT
TXN0006268,SLR00010,2024-11-02,2024-11,3718.86,0.15,557.83,100,0.0,0.0,3061.03,Processed,IMPS
TXN0006269,SLR00040,2024-11-08,2024-11,794.78,0.15,119.22,60,542.99,0.0,72.57,Processed,NEFT
TXN0006270,SLR00110,2024-10-12,2024-10,1263.93,0.1,126.39,0,0.0,0.0,1137.54,Processed,IMPS
TXN0006271,SLR00024,2024-12-13,2024-12,115.16,0.12,13.82,0,0.0,0.0,101.34,Processed,NEFT
TXN0006272,SLR00099,2024-11-21,2024-11,1617.09,0.1,161.71,0,0.0,0.0,1455.38,Processed,IMPS
TXN0006273,SLR00044,2024-12-12,2024-12,430.86,0.08,34.47,60,292.86,0.0,43.53,Processed,UPI
TXN0006274,SLR00112,2024-10-28,2024-10,177.58,0.12,21.31,60,0.0,0.0,96.27,Processed,IMPS
TXN0006275,SLR00060,2024-10-10,2024-10,4251.12,0.12,510.13,0,0.0,0.0,3740.99,Processed,RTGS
TXN0006276,SLR00062,2024-11-11,2024-11,1043.02,0.12,125.16,0,0.0,0.0,917.86,Processed,NEFT
TXN0006277,SLR00087,2024-12-01,2024-12,90.69,0.15,13.6,0,0.0,0.0,77.09,Processed,UPI
TXN0006278,SLR00017,2024-10-23,2024-10,428.23,0.12,51.39,100,0.0,0.0,276.84,Processed,NEFT
TXN0006279,SLR00065,2024-12-02,2024-12,1103.24,0.12,132.39,80,0.0,0.0,890.85,Processed,UPI
TXN0006280,SLR00119,2024-12-28,2024-12,1143.33,0.08,91.47,40,0.0,0.0,1011.86,Processed,IMPS
TXN0006281,SLR00095,2024-12-29,2024-12,602.27,0.15,90.34,100,0.0,0.0,411.93,Processed,IMPS
TXN0006282,SLR00095,2024-12-13,2024-12,19.33,0.15,2.9,60,14.86,0.0,-58.43,On Hold,IMPS
TXN0006283,SLR00106,2024-10-13,2024-10,565.5,0.12,67.86,80,0.0,0.0,417.64,Processed,NEFT
TXN0006284,SLR00057,2024-12-16,2024-12,3964.92,0.1,396.49,60,0.0,0.0,3508.43,Processed,NEFT
TXN0006285,SLR00055,2024-12-22,2024-12,5900.98,0.15,885.15,80,0.0,0.0,4935.83,Processed,IMPS
TXN0006286,SLR00106,2024-11-08,2024-11,529.01,0.12,63.48,0,0.0,0.0,465.53,Processed,NEFT
TXN0006287,SLR00053,2024-10-05,2024-10,10509.14,0.08,840.73,60,0.0,419.65,10028.06,Discrepancy,UPI
TXN0006288,SLR00056,2024-12-13,2024-12,157.53,0.08,12.6,80,0.0,0.0,64.93,Processed,NEFT
TXN0006289,SLR00098,2024-11-18,2024-11,414.87,0.15,62.23,0,0.0,0.0,352.64,Processed,NEFT
TXN0006290,SLR00009,2024-10-11,2024-10,3196.45,0.15,479.47,0,0.0,0.0,2716.98,Processed,UPI
TXN0006291,SLR00022,2024-10-08,2024-10,2646.16,0.12,317.54,0,0.0,0.0,2328.62,Processed,NEFT
TXN0006292,SLR00013,2024-11-12,2024-11,1084.05,0.15,162.61,0,0.0,0.0,921.44,Processed,IMPS
TXN0006293,SLR00089,2024-11-14,2024-11,286.3,0.08,22.9,0,0.0,247.17,510.57,Discrepancy,IMPS
TXN0006294,SLR00048,2024-11-25,2024-11,285.39,0.15,42.81,60,0.0,0.0,182.58,Pending,IMPS
TXN0006295,SLR00018,2024-11-23,2024-11,459.06,0.15,68.86,0,0.0,0.0,390.2,Processed,IMPS
TXN0006296,SLR00115,2024-10-16,2024-10,300.66,0.15,45.1,0,0.0,0.0,255.56,Processed,NEFT
TXN0006297,SLR00076,2024-10-30,2024-10,1282.86,0.15,192.43,100,0.0,0.0,990.43,Processed,NEFT
TXN0006298,SLR00040,2024-12-23,2024-12,981.69,0.15,147.25,60,0.0,0.0,774.44,Processed,NEFT
TXN0006299,SLR00017,2024-12-17,2024-12,272.15,0.12,32.66,0,0.0,0.0,239.49,Processed,IMPS
TXN0006300,SLR00015,2024-10-02,2024-10,716.33,0.12,85.96,40,0.0,0.0,590.37,Processed,RTGS
TXN0006301,SLR00106,2024-12-21,2024-12,45.64,0.12,5.48,60,0.0,0.0,-19.84,On Hold,UPI
TXN0006302,SLR00015,2024-12-20,2024-12,1647.58,0.12,197.71,80,0.0,0.0,1369.87,Processed,NEFT
TXN0006303,SLR00079,2024-11-18,2024-11,2591.7,0.12,311.0,0,0.0,0.0,2280.7,Processed,NEFT
TXN0006304,SLR00063,2024-10-07,2024-10,367.17,0.15,55.08,100,0.0,0.0,212.09,Processed,IMPS
TXN0006305,SLR00119,2024-11-09,2024-11,426.81,0.08,34.14,80,0.0,0.0,312.67,Processed,NEFT
TXN0006306,SLR00039,2024-12-07,2024-12,1494.38,0.15,224.16,80,0.0,0.0,1190.22,Processed,IMPS
TXN0006307,SLR00013,2024-10-06,2024-10,1245.78,0.15,186.87,0,0.0,0.0,1058.91,Processed,RTGS
TXN0006308,SLR00081,2024-11-10,2024-11,2773.16,0.08,221.85,0,0.0,0.0,2551.31,Processed,NEFT
TXN0006309,SLR00032,2024-12-09,2024-12,431.81,0.12,51.82,40,0.0,0.0,339.99,Processed,UPI
